source,source_type,target,target_type,weight
Terremoto,ability,Magia,unknown,1
Terrore della Notte,ability,Mezzanotte,unknown,1
Terrore della Notte,ability,Magia,unknown,1
Tieni la Linea,ability,Valore,domain,1
Tieni la Linea,ability,Abilità,unknown,1
Toccando l'Osso,ability,Ossa,domain,1
Toccando l'Osso,ability,Abilità,unknown,1
Toccato dal Codice,ability,Codice,domain,1
Toccato dal Codice,ability,del,unknown,1
Toccato dal Valore,ability,Valore,domain,1
Toccato dal Valore,ability,Abilità,unknown,1
Toccato dall'Arcano,ability,Arcana,domain,1
Toccato dall'Arcano,ability,Abilità,unknown,1
Toccato dalla Mezzanotte,ability,della,unknown,1
Tocco del Saggio,ability,Saggio,domain,1
Tocco del Saggio,ability,del,unknown,1
Tocco della Grazia,ability,Grazia,domain,1
Tocco della Grazia,ability,Abilità,unknown,1
Tocco dello Splendore,ability,Splendore,domain,1
Tocco dello Splendore,ability,Abilità,unknown,1
Tocco Riparatore,ability,Splendore,domain,1
Tocco Riparatore,ability,Incantesimo,unknown,1
Tracciatore Dotato,ability,Saggio,domain,1
Tracciatore Dotato,ability,del,unknown,1
Travestimento di Massa,ability,Mezzanotte,unknown,1
Travestimento di Massa,ability,Spell,unknown,1
Travestimento Misterioso,ability,Mezzanotte,unknown,1
Travestimento Misterioso,ability,Incantesimo,unknown,1
Ultime Parole,ability,Splendore,domain,1
Ultime Parole,ability,Incantesimo,unknown,1
Unione Trascendente,ability,Codice,domain,1
Unione Trascendente,ability,Spell,unknown,1
Vantaggio del Campione,ability,Lama,domain,1
Vantaggio del Campione,ability,della,unknown,1
Vedo Che Arriva,ability,Ossa,domain,1
Vedo Che Arriva,ability,Abilità,unknown,1
Velo Ipnotico,ability,Grazia,domain,1
Velo Ipnotico,ability,Magia,unknown,1
Velo Notturno,ability,Mezzanotte,unknown,1
Velo Notturno,ability,Magia,unknown,1
Vita Protetta,ability,Splendore,domain,1
Vita Protetta,ability,Incantesimo,unknown,1
Vitalità,ability,Lama,domain,1
Vitalità,ability,Abilità,unknown,1
Voce della Ragione,ability,Splendore,domain,1
Voce della Ragione,ability,Abilità,unknown,1
Volo,ability,Arcana,domain,1
Volo,ability,Magia,unknown,1
Vortice,ability,Lama,domain,1
Vortice,ability,Abilità,unknown,1
Zona di Protezione,ability,Splendore,domain,1
Zona di Protezione,ability,Magia,unknown,1
Bard,class,Grazia,domain,1
Bard,class,Codice,domain,1
Bard,class,Trovatore,unknown,1
Bard,class,Paroliere,unknown,1
Druid,class,Agile Scout,beast_form,1
Druid,class,Household Friend,beast_form,1
Druid,class,Nimble Grazer,beast_form,1
Druid,class,Pack Predator,beast_form,1
Druid,class,Aquatic Scout,beast_form,1
Druid,class,Stalking Arachnid,beast_form,1
Druid,class,Armored Sentry,beast_form,1
Druid,class,Powerful Beast,beast_form,1
Druid,class,Mighty Strider,beast_form,1
Druid,class,Striking Serpent,beast_form,1
Druid,class,Pouncing Predator,beast_form,1
Druid,class,Winged Beast,beast_form,1
Druid,class,Massive Behemoth,beast_form,1
Druid,class,Terrible Lizard,beast_form,1
Druid,class,Mythic Aerial Hunter,beast_form,1
Druid,class,Epic Aquatic Beast,beast_form,1
Druid,class,Mythic Beast,beast_form,1
Druid,class,[Mythic Hybrid,unknown,1
Wizard,class,Codice,domain,1
Wizard,class,Splendore,domain,1
Warlock,class,Grazia,domain,1
Warlock,class,Dread,unknown,1
Warlock,class,Scepter,weapon,1
Warlock,class,Leather Armor,armor,1
Warlock,class,Speranza,unknown,1
Warlock,class,Favore,unknown,1
Warlock,class,Pact of the Endless,unknown,1
Warlock,class,Pact of the Wrathful,unknown,1
Witch,class,Saggio,domain,1
Witch,class,Dread,unknown,1
Witch,class,Scepter,weapon,1
Witch,class,Leather Armor,armor,1
Witch,class,Speranza,unknown,1
Witch,class,Favore,unknown,1
Witch,class,Hedge,unknown,1
Witch,class,Moon,unknown,1
Agan,npc,Namass'rya,npc,1
An'Rao IV,npc,Impero delle Terre Nascoste,location,1
An'Rao IV,npc,Ziria,npc,1
An'Rao IV,npc,Neir,location,1
Annie Rose-Robe,npc,Darkflame,unknown,1
Annie Rose-Robe,npc,Aran,unknown,1
Annie Rose-Robe,npc,Tenebris,deity_or_faction,1
Annie Rose-Robe,npc,Pianure di Xanesh,location,1
Annie Rose-Robe,npc,Hulbert,npc,1
Axrul II De Vaars,npc,Mendulia's Rock,location,1
Axrul II De Vaars,npc,Valli dei Giganti,location,1
Bruin Ashcroft,npc,Mendulia's Rock,location,1
Bruin Ashcroft,npc,Compagnia del Gonfalone Azzurro,unknown,1
Bruin Ashcroft,npc,Magocrazia di Nü,location,1
Bruin Ashcroft,npc,Impero delle Terre Nascoste,location,1
Bruin Ashcroft,npc,Petralta,location,1
Bruin Ashcroft,npc,Dominio delle Trame,location,1
Bruin Ashcroft,npc,Ducato di Öuin,location,1
Buhragath,npc,Nuzagaal,deity_or_faction,1
Buhragath,npc,Valli dei Giganti,location,1
Desea,npc,Forte Arundex,location,1
Doerun Eldobeth,npc,Pahr,location,1
Doerun Eldobeth,npc,klorss,unknown,1
Doerun Eldobeth,npc,Fadranstaff,deity_or_faction,1
Efneriom,npc,Laon,deity_or_faction,1
Efneriom,npc,Desea,npc,1
Hedd,npc,Mendulia's Rock,location,1
Hedd,npc,halfling,unknown,1
Hedd,npc,Nani,unknown,1
Hedd,npc,Laon,deity_or_faction,1
Horus,npc,Cenere di Lanie,location,1
Horus,npc,Ducato di Öuin,location,1
Horus,npc,Karevi,unknown,1
Hulbert,npc,Tenebris,deity_or_faction,1
Korath,npc,Verde Foresta,location,1
Korath,npc,Karevi,unknown,1
M'oraoork,npc,An'Rao IV,npc,1
M'oraoork,npc,Neir,location,1
M'oraoork,npc,Impero delle Terre Nascoste,location,1
Najestarr,npc,Wiloi,unknown,1
Najestarr,npc,Nelen Deseziath,npc,1
Namass'rya,npc,Gundazar,location,1
Namass'rya,npc,klorss,unknown,1
Nelen Deseziath,npc,Azkabel,location,1
Nelen Deseziath,npc,Lanie,deity_or_faction,1
Nelen Deseziath,npc,Wiloi,unknown,1
Rakilia,npc,Cenere di Lanie,location,1
Rakilia,npc,Manor,location,1
Rakilia,npc,Città delle Trame,location,1
Renetzia,npc,Karevi,ancestry,1
Renetzia,npc,Petralta,location,1
Renetzia,npc,Kkyrlamny,location,1
Rihko,npc,Verde Foresta,location,1
Sagister,npc,Oasi di Zey,location,1
Ziria,npc,Karevi,unknown,1
Ziria,npc,M'oraoork,npc,1
Ziria,npc,Neir,location,1
