name,path,type
Fortezza Selvaggia.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Fortezza Selvaggia.md,ability
Forza della Natura.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Forza della Natura.md,ability
Frenesia.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Frenesia.md,ability
Furia Crescente.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Furia Crescente.md,ability
Fusto Maestoso.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Fusto Maestoso.md,ability
Glifo dell'Oscurità.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Glifo dell'Oscurità.md,ability
Grido di Battaglia.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Grido di Battaglia.md,ability
Guida con l'Esempio.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Guida con l'Esempio.md,ability
Imitatore.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Imitatore.md,ability
Impulso Selvaggio.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Impulso Selvaggio.md,ability
Inevitabile.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Inevitabile.md,ability
Infrangibile.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Infrangibile.md,ability
Intoccabile.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Intoccabile.md,ability
Intrico Violento.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Intrico Violento.md,ability
Invisibilità.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Invisibilità.md,ability
Ispirazione Critica.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Ispirazione Critica.md,ability
Legame dell'Ombra.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Legame dell'Ombra.md,ability
Legame di un Soldato.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Legame di un Soldato.md,ability
Libera il Caos.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libera il Caos.md,ability
Libro di Ava.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libro di Ava.md,ability
Libro di Exota.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libro di Exota.md,ability
Libro di Grynn.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libro di Grynn.md,ability
Libro di Homet.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libro di Homet.md,ability
Libro di Illiat.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libro di Illiat.md,ability
Libro di Korvax.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libro di Korvax.md,ability
Libro di Norai.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libro di Norai.md,ability
Libro di Ronin.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libro di Ronin.md,ability
Libro di Sitil.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libro di Sitil.md,ability
Libro di Tyfar.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libro di Tyfar.md,ability
Libro di Vagras.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libro di Vagras.md,ability
Libro di Vyola.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libro di Vyola.md,ability
Libro di Yarrow.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Libro di Yarrow.md,ability
Lingua della Natura.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Lingua della Natura.md,ability
Maestro dell'Arte.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Maestro dell'Arte.md,ability
Mai Sopraffatto.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Mai Sopraffatto.md,ability
Mani Curatrici.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Mani Curatrici.md,ability
Manovre Agili.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Manovre Agili.md,ability
Mischia.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Mischia.md,ability
Morsa Mortale.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Morsa Mortale.md,ability
Mossa Caratteristica.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Mossa Caratteristica.md,ability
Mostro da Battaglia.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Mostro da Battaglia.md,ability
Muro Manifesto.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Muro Manifesto.md,ability
Non Abbastanza Buono.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Non Abbastanza Buono.md,ability
Non Dire Mai Bugie.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Non Dire Mai Bugie.md,ability
Occhio Fluttuante.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Occhio Fluttuante.md,ability
Onda di Disintegrazione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Onda di Disintegrazione.md,ability
Ossa e Pelle.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Ossa e Pelle.md,ability
Parole d'Ispirazione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Parole d'Ispirazione.md,ability
Parole di Discordia.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Parole di Discordia.md,ability
Passo Rapido.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Passo Rapido.md,ability
Pelle di Spine.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Pelle di Spine.md,ability
PiantaGrane.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\PiantaGrane.md,ability
Piena Ondata.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Piena Ondata.md,ability
Pioggia di Lame.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Pioggia di Lame.md,ability
Potenziamento.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Potenziamento.md,ability
Precisione Crudele.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Precisione Crudele.md,ability
Premonizione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Premonizione.md,ability
Prendi e Tira.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Prendi e Tira.md,ability
Presa alla Gola.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Presa alla Gola.md,ability
Presa Cinerea.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Presa Cinerea.md,ability
Presenza Audace.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Presenza Audace.md,ability
Proiettile Corrosivo.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Proiettile Corrosivo.md,ability
Proiettile di Luce.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Proiettile di Luce.md,ability
Proiezione Astrale.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Proiezione Astrale.md,ability
Proiezione Sensoriale.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Proiezione Sensoriale.md,ability
Provocazione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Provocazione.md,ability
Raccoglitore.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Raccoglitore.md,ability
Rafforzamento.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Rafforzamento.md,ability
Rafforzato in Battaglia.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Rafforzato in Battaglia.md,ability
Raggio Salvifico.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Raggio Salvifico.md,ability
Rassicurazione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Rassicurazione.md,ability
Recupero.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Recupero.md,ability
Regola la Realtà.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Regola la Realtà.md,ability
Rialzati.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Rialzati.md,ability
Ridirezione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Ridirezione.md,ability
Riflesso Arcano.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Riflesso Arcano.md,ability
Rifugio Sicuro.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Rifugio Sicuro.md,ability
Rinvigorimento.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Rinvigorimento.md,ability
Ripetizione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Ripetizione.md,ability
Risorgi.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Risorgi.md,ability
Risposta Rapida.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Risposta Rapida.md,ability
Ristoro.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Ristoro.md,ability
Risurrezione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Risurrezione.md,ability
Ritirata Fantasma.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Ritirata Fantasma.md,ability
Sangue e Gloria.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Sangue e Gloria.md,ability
Santuario della Selva.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Santuario della Selva.md,ability
Scavatore di Pensieri.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Scavatore di Pensieri.md,ability
Schivata Elusiva.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Schivata Elusiva.md,ability
Scudo d'Aura.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Scudo d'Aura.md,ability
Scudo di Supporto.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Scudo di Supporto.md,ability
Scuotiti.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Scuotiti.md,ability
Secondo Respiro.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Secondo Respiro.md,ability
Sigillo di Ritorsione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Sigillo di Ritorsione.md,ability
Silenzio.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Silenzio.md,ability
Sono Il Tuo Scudo.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Sono Il Tuo Scudo.md,ability
Sparizione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Sparizione.md,ability
Spettro del Buio.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Spettro del Buio.md,ability
Spinta Forzata.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Spinta Forzata.md,ability
Spiritelli della Foresta.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Spiritelli della Foresta.md,ability
Spirito di Mezzanotte.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Spirito di Mezzanotte.md,ability
Splendida Luce Solare.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Splendida Luce Solare.md,ability
Sul Limite.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Sul Limite.md,ability
Sussurri Oscuri.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Sussurri Oscuri.md,ability
Tassa del Crepuscolo.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Tassa del Crepuscolo.md,ability
Tattico.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Tattico.md,ability
Telecinesi.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Telecinesi.md,ability
Teletrasporto.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Teletrasporto.md,ability
Tempesta.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Tempesta.md,ability
Terremoto.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Terremoto.md,ability
Terrore della Notte.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Terrore della Notte.md,ability
Tieni la Linea.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Tieni la Linea.md,ability
Toccando l'Osso.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Toccando l'Osso.md,ability
Toccato dal Codice.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Toccato dal Codice.md,ability
Toccato dal Valore.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Toccato dal Valore.md,ability
Toccato dall'Arcano.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Toccato dall'Arcano.md,ability
Toccato dalla Mezzanotte.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Toccato dalla Mezzanotte.md,ability
Tocco del Saggio.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Tocco del Saggio.md,ability
Tocco della Grazia.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Tocco della Grazia.md,ability
Tocco dello Splendore.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Tocco dello Splendore.md,ability
Tocco Riparatore.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Tocco Riparatore.md,ability
Tracciatore Dotato.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Tracciatore Dotato.md,ability
Travestimento di Massa.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Travestimento di Massa.md,ability
Travestimento Misterioso.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Travestimento Misterioso.md,ability
Ultime Parole.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Ultime Parole.md,ability
Unione Trascendente.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Unione Trascendente.md,ability
Vantaggio del Campione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Vantaggio del Campione.md,ability
Vedo Che Arriva.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Vedo Che Arriva.md,ability
Velo Ipnotico.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Velo Ipnotico.md,ability
Velo Notturno.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Velo Notturno.md,ability
Vita Protetta.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Vita Protetta.md,ability
Vitalità.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Vitalità.md,ability
Voce della Ragione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Voce della Ragione.md,ability
Volo.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Volo.md,ability
Vortice.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Vortice.md,ability
Zona di Protezione.md,02_Meccaniche_DaggerHeart\Abilità\DaggerHeart\Zona di Protezione.md,ability
Clank.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Clank.md,ancestry
Drakona.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Drakona.md,ancestry
Elfi.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Elfi.md,ancestry
Faerie.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Faerie.md,ancestry
Fauni.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Fauni.md,ancestry
Firbolg.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Firbolg.md,ancestry
Fungril.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Fungril.md,ancestry
Galapa.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Galapa.md,ancestry
Giganti.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Giganti.md,ancestry
Goblin.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Goblin.md,ancestry
Halfling.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Halfling.md,ancestry
Infernis.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Infernis.md,ancestry
Karevi.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Karevi.md,ancestry
Katari.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Katari.md,ancestry
Klorss.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Klorss.md,ancestry
Nani.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Nani.md,ancestry
Nuno.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Nuno.md,ancestry
Orchi.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Orchi.md,ancestry
Ribbet.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Ribbet.md,ancestry
Simiah.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Simiah.md,ancestry
Umani.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Umani.md,ancestry
Urakian.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Urakian.md,ancestry
Wiloi.md,02_Meccaniche_DaggerHeart\Ancestry_e_Community\Ancestry\Wiloi.md,ancestry
Bard.md,02_Meccaniche_DaggerHeart\Classi\DaggerHeart\Bard.md,class
Druid.md,02_Meccaniche_DaggerHeart\Classi\DaggerHeart\Druid.md,class
Guardian.md,02_Meccaniche_DaggerHeart\Classi\DaggerHeart\Guardian.md,class
Ranger.md,02_Meccaniche_DaggerHeart\Classi\DaggerHeart\Ranger.md,class
Rogue.md,02_Meccaniche_DaggerHeart\Classi\DaggerHeart\Rogue.md,class
Seraph.md,02_Meccaniche_DaggerHeart\Classi\DaggerHeart\Seraph.md,class
Sourcerer.md,02_Meccaniche_DaggerHeart\Classi\DaggerHeart\Sourcerer.md,class
Warrior.md,02_Meccaniche_DaggerHeart\Classi\DaggerHeart\Warrior.md,class
Wizard.md,02_Meccaniche_DaggerHeart\Classi\DaggerHeart\Wizard.md,class
Warlock.md,02_Meccaniche_DaggerHeart\Classi\DaggerHeart Hope and Fear\Warlock.md,class
Witch.md,02_Meccaniche_DaggerHeart\Classi\DaggerHeart Hope and Fear\Witch.md,class
Agan.md,03_Campagna\PNG\Agan.md,npc
An'Rao IV.md,03_Campagna\PNG\An'Rao IV.md,npc
Annie Rose-Robe.md,03_Campagna\PNG\Annie Rose-Robe.md,npc
Axrul II De Vaars.md,03_Campagna\PNG\Axrul II De Vaars.md,npc
Bruin Ashcroft.md,03_Campagna\PNG\Bruin Ashcroft.md,npc
Buhragath.md,03_Campagna\PNG\Buhragath.md,npc
Daahronat.md,03_Campagna\PNG\Daahronat.md,npc
Desea.md,03_Campagna\PNG\Desea.md,npc
Doerun Eldobeth.md,03_Campagna\PNG\Doerun Eldobeth.md,npc
Efneriom.md,03_Campagna\PNG\Efneriom.md,npc
Fahrn.md,03_Campagna\PNG\Fahrn.md,npc
Hedd.md,03_Campagna\PNG\Hedd.md,npc
Horus.md,03_Campagna\PNG\Horus.md,npc
Hulbert.md,03_Campagna\PNG\Hulbert.md,npc
Korath.md,03_Campagna\PNG\Korath.md,npc
Lewyn.md,03_Campagna\PNG\Lewyn.md,npc
M'oraoork.md,03_Campagna\PNG\M'oraoork.md,npc
Najestarr.md,03_Campagna\PNG\Najestarr.md,npc
Namass'rya.md,03_Campagna\PNG\Namass'rya.md,npc
Nelen Deseziath.md,03_Campagna\PNG\Nelen Deseziath.md,npc
Orgnornor.md,03_Campagna\PNG\Orgnornor.md,npc
Rakilia.md,03_Campagna\PNG\Rakilia.md,npc
Renetzia.md,03_Campagna\PNG\Renetzia.md,npc
Rihko.md,03_Campagna\PNG\Rihko.md,npc
Rowzrugu.md,03_Campagna\PNG\Rowzrugu.md,npc
Sagister.md,03_Campagna\PNG\Sagister.md,npc
Ziria.md,03_Campagna\PNG\Ziria.md,npc
Template Ancestry.md,04_Risorse\Templates\Template Ancestry.md,unknown
